project_code,title,description,state,district,constituency,block_or_taluk,village_or_ward,latitude,longitude,mp_name,mp_house,sector,status,sanction_date,expected_completion_date,actual_completion_date,agency_id,agency_name,agency_type,sanctioned_amount,released_amount,expenditure_amount,unspent_balance,financial_progress_pct,physical_progress_pct,output_unit,physical_quantity,cost_per_unit,archetype,data_attribution
MPLAD-BI-PAT-01389,"Construction of 2 additional smart classroom blocks at Government Higher Secondary School, Danapur","Administrative sanction under MPLADS for: Construction of 2 additional smart classroom blocks at Government Higher Secondary School, Danapur. Implemented by Municipal Corporation Public Infrastructure Cell for public benefit in Danapur, Patna.",Bihar,Patna,Patna Sahib (LS-30),Bakhtiarpur,Danapur,25.650984,85.079756,Ravi Shankar Prasad,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2025-02-25,2026-01-06,,AGY-MUNC-PAT,Municipal Corporation Public Infrastructure Cell,Municipal Corporation,7910000,7672700.0,6328000.0,1344700.0,80.0,82.4,classroom_block,4.8,1647916.67,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01451,Construction of Community Sanitary Complex with biological septic filtration in Sanwer,"Administrative sanction under MPLADS for: Construction of Community Sanitary Complex with biological septic filtration in Sanwer. Implemented by Apex Engineering & Construction Syndicate for public benefit in Sanwer, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Sanwer,22.691987,75.80961,Shankar Lalwani,Lok Sabha,Health & Sanitation,IN_PROGRESS,2024-10-02,2025-06-22,,AGY-CONTR-102-IND,Apex Engineering & Construction Syndicate,Registered Contractor,12850000,11884801.95,11138995.01,745806.94,86.7,17.1,facility_center,4.9,2622448.98,HIGH_SPEND_LOW_PROGRESS,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01536,"Paving and laying of cement concrete road with drainage near Panchayat Hall to Village Entry, Siliguri","Administrative sanction under MPLADS for: Upgradation of link road and culvert bridging at Kurseong. Implemented by Public Works Department (Div-1) for public benefit in Kurseong, Darjeeling.",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Siliguri,26.976668,88.272649,Raju Bista,Lok Sabha,Roads & Pathways,IN_PROGRESS,2025-02-04,2025-08-20,,AGY-PWD-DAR,Public Works Department (Div-1),Line Department,5900000,3854400.0,3241200.0,613200.0,74.0,93.7,kilometer,1.4,2950000.0,DUPLICATE_PAIR,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01265,Construction of modern cremation shed with solar lighting and water facility at Mettupalayam,"Administrative sanction under MPLADS for: Construction of modern cremation shed with solar lighting and water facility at Mettupalayam. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Mettupalayam, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Mettupalayam,11.002383,77.024976,Ganapathi P. Rajkumar,Lok Sabha,Community Infrastructure,IN_PROGRESS,2023-12-02,2024-07-19,,AGY-CONTR-101-COI,Vanguard Infra Projects Pvt Ltd,Registered Contractor,15890000,15254400.0,14301000.0,953400.0,90.0,84.0,community_hall,4.0,3972500.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-BI-PAT-01168,Setting up of Community RO Water Purification Plant with distribution kiosk at Fatuha,"Administrative sanction under MPLADS for: Setting up of Community RO Water Purification Plant with distribution kiosk at Fatuha. Implemented by Municipal Corporation Public Infrastructure Cell for public benefit in Fatuha, Patna.",Bihar,Patna,Patna Sahib (LS-30),Bakhtiarpur,Fatuha,25.604757,85.160301,Ravi Shankar Prasad,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2026-04-22,2026-12-26,,AGY-MUNC-PAT,Municipal Corporation Public Infrastructure Cell,Municipal Corporation,560000,246400.0,190400.0,56000.0,34.0,33.9,water_installation,1.8,311111.11,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01349,"Construction of 2 additional smart classroom blocks at Government Higher Secondary School, Kurseong","Administrative sanction under MPLADS for: Construction of 2 additional smart classroom blocks at Government Higher Secondary School, Kurseong. Implemented by Zilla Parishad Engineering Cell for public benefit in Kurseong, Darjeeling.",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Kurseong,27.116007,88.295027,Raju Bista,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2024-04-02,2025-01-13,,AGY-ZP-DAR,Zilla Parishad Engineering Cell,Panchayati Raj,3030000,2575500.0,1999800.0,575700.0,66.0,95.0,classroom_block,1.9,1594736.84,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-BI-PAT-01515,Development of Rural Sports Playground with boundary wall and athletic track at Maner,"Administrative sanction under MPLADS for: Development of Rural Sports Playground with boundary wall and athletic track at Maner. Implemented by Gram Panchayat Development Committee for public benefit in Maner, Patna.",Bihar,Patna,Patna Sahib (LS-30),Bakhtiarpur,Maner,25.63516,85.186673,Ravi Shankar Prasad,Lok Sabha,Community Infrastructure,STALLED,2022-09-18,2023-07-15,,AGY-PRI-PAT,Gram Panchayat Development Committee,Panchayati Raj,10160000,7112000.0,6045200.0,1066800.0,59.5,43.3,community_hall,2.6,3907692.31,DELAYED_PROJECT,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-BI-PAT-01098,Construction of gabion flood protection retaining wall along vulnerable bank in Bakhtiarpur,"Administrative sanction under MPLADS for: Construction of gabion flood protection retaining wall along vulnerable bank in Bakhtiarpur. Implemented by District Rural Development Agency for public benefit in Bakhtiarpur, Patna.",Bihar,Patna,Patna Sahib (LS-30),Bakhtiarpur,Bakhtiarpur,25.593698,85.211889,Ravi Shankar Prasad,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2024-03-15,2024-12-19,,AGY-DRDA-PAT,District Rural Development Agency,Line Department,9490000,9015500.0,7592000.0,1423500.0,80.0,82.4,check_dam,4.6,2063043.48,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-UT-VAR-01429,Upgradation and modernization of Primary Health Sub-Centre with emergency maternity unit at Rohaniya,"Administrative sanction under MPLADS for: Upgradation and modernization of Primary Health Sub-Centre with emergency maternity unit at Rohaniya. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Rohaniya, Varanasi. (Contains specialized premium design parameters and expedited specifications).",Uttar Pradesh,Varanasi,Varanasi (LS-77),Rohaniya,Rohaniya,25.373212,83.05719,Narendra Modi,Lok Sabha,Health & Sanitation,IN_PROGRESS,2026-02-25,2026-10-22,,AGY-CONTR-101-VAR,Vanguard Infra Projects Pvt Ltd,Registered Contractor,52610000,47349000.0,40246650.0,7102350.0,76.5,57.2,facility_center,4.8,10960416.67,COST_OUTLIER,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01162,"Establishment of Composite Science and STEM Laboratory at Zilla Parishad High School, Kinathukadavu","Administrative sanction under MPLADS for: Establishment of Composite Science and STEM Laboratory at Zilla Parishad High School, Kinathukadavu. Implemented by Municipal Corporation Public Infrastructure Cell for public benefit in Kinathukadavu, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Kinathukadavu,10.982982,76.975391,Ganapathi P. Rajkumar,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2025-08-03,2026-03-24,,AGY-MUNC-COI,Municipal Corporation Public Infrastructure Cell,Municipal Corporation,1890000,1833300.0,1625400.0,207900.0,86.0,95.7,classroom_block,1.0,1890000.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-BI-PAT-01210,Construction of gabion flood protection retaining wall along vulnerable bank in Phulwari,"Administrative sanction under MPLADS for: Construction of gabion flood protection retaining wall along vulnerable bank in Phulwari. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Phulwari, Patna.",Bihar,Patna,Patna Sahib (LS-30),Bakhtiarpur,Phulwari,25.624577,85.121903,Ravi Shankar Prasad,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2026-01-22,2026-11-15,,AGY-CONTR-101-PAT,Vanguard Infra Projects Pvt Ltd,Registered Contractor,6490000,3764200.0,2920500.0,843700.0,45.0,60.7,check_dam,3.3,1966666.67,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01297,Paving of interlocking paver block street in Sulur Ward 4,"Administrative sanction under MPLADS for: Paving of interlocking paver block street in Sulur Ward 4. Implemented by District Rural Development Agency for public benefit in Sulur, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Sulur,10.977705,77.010051,Ganapathi P. Rajkumar,Lok Sabha,Roads & Pathways,IN_PROGRESS,2025-08-22,2026-05-01,,AGY-DRDA-COI,District Rural Development Agency,Line Department,4390000,3687600.0,3160800.0,526800.0,72.0,83.1,kilometer,2.3,1908695.65,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01386,Paving of interlocking paver block street in Manchar Ward 4,"Administrative sanction under MPLADS for: Paving of interlocking paver block street in Manchar Ward 4. Implemented by Apex Engineering & Construction Syndicate for public benefit in Manchar, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Manchar,18.508055,73.946796,Murlidhar Mohol,Lok Sabha,Roads & Pathways,IN_PROGRESS,2026-01-04,2026-11-14,,AGY-CONTR-102-PUN,Apex Engineering & Construction Syndicate,Registered Contractor,3480000,1948800.0,1705200.0,243600.0,49.0,62.1,kilometer,1.9,1831578.95,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-BI-PAT-01437,Creation of Farmer Training & Seed Storage Facility near agricultural marketing yard at Barh,"Administrative sanction under MPLADS for: Creation of Farmer Training & Seed Storage Facility near agricultural marketing yard at Barh. Implemented by Municipal Corporation Public Infrastructure Cell for public benefit in Barh, Patna. (Contains specialized premium design parameters and expedited specifications).",Bihar,Patna,Patna Sahib (LS-30),Bakhtiarpur,Barh,25.605828,85.206516,Ravi Shankar Prasad,Lok Sabha,Community Infrastructure,IN_PROGRESS,2025-06-15,2026-05-29,,AGY-MUNC-PAT,Municipal Corporation Public Infrastructure Cell,Municipal Corporation,27490000,24741000.0,21029850.0,3711150.0,76.5,92.5,community_hall,2.0,13745000.0,COST_OUTLIER,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01422,Laying of piped drinking water distribution network for scheduled caste colony in Mettupalayam,"Administrative sanction under MPLADS for: Laying of piped drinking water distribution network for scheduled caste colony in Mettupalayam. Implemented by Zilla Parishad Engineering Cell for public benefit in Mettupalayam, Coimbatore. (Contains specialized premium design parameters and expedited specifications).",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Mettupalayam,11.011838,76.978888,Ganapathi P. Rajkumar,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2025-10-01,2026-07-10,,AGY-ZP-COI,Zilla Parishad Engineering Cell,Panchayati Raj,6030000,5427000.0,4612950.0,814050.0,76.5,88.4,water_installation,4.3,1402325.58,COST_OUTLIER,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01430,Construction of Cement Concrete (CC) Road with side drains from Manchar to Haveli,"Administrative sanction under MPLADS for: Construction of Cement Concrete (CC) Road with side drains from Manchar to Haveli. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Manchar, Pune. (Contains specialized premium design parameters and expedited specifications).",Maharashtra,Pune,Pune (LS-34),Haveli,Manchar,18.492519,73.796764,Murlidhar Mohol,Lok Sabha,Roads & Pathways,IN_PROGRESS,2024-07-21,2025-04-02,,AGY-CONTR-101-PUN,Vanguard Infra Projects Pvt Ltd,Registered Contractor,25010000,22509000.0,19132650.0,3376350.0,76.5,85.9,kilometer,3.3,7578787.88,COST_OUTLIER,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01444,Construction of Community Sanitary Complex with biological septic filtration in Devanahalli,"Administrative sanction under MPLADS for: Construction of Community Sanitary Complex with biological septic filtration in Devanahalli. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Devanahalli, Bengaluru Rural. (Contains specialized premium design parameters and expedited specifications).",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Devanahalli,13.270219,77.654712,C. N. Manjunath,Lok Sabha,Health & Sanitation,IN_PROGRESS,2025-01-18,2025-08-26,,AGY-CONTR-101-BEN,Vanguard Infra Projects Pvt Ltd,Registered Contractor,12690000,11421000.0,9707850.0,1713150.0,76.5,91.3,facility_center,1.4,9064285.71,COST_OUTLIER,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-RA-JAI-01518,"Paving and laying of cement concrete road with drainage near Panchayat Hall to Village Entry, Sanganer","Administrative sanction under MPLADS for: Construction of Check Dam across local seasonal stream for groundwater recharge at Jhotwara. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Jhotwara, Jaipur.",Rajasthan,Jaipur,Jaipur (LS-07),Sanganer,Sanganer,26.868898,75.856498,Manju Sharma,Lok Sabha,Roads & Pathways,IN_PROGRESS,2024-05-04,2025-02-04,,AGY-CONTR-101-JAI,Vanguard Infra Projects Pvt Ltd,Registered Contractor,4880000,8128200.0,6992000.0,1136200.0,80.0,93.3,check_dam,4.6,2440000.0,DUPLICATE_PAIR,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01481,Procurement of Basic Life Support Mobile Ambulance van for community health services in Darjeeling,"Administrative sanction under MPLADS for: Procurement of Basic Life Support Mobile Ambulance van for community health services in Darjeeling. Implemented by Public Works Department (Div-1) for public benefit in Kalimpong, Darjeeling.",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Kalimpong,27.049895,88.294485,Raju Bista,Lok Sabha,Health & Sanitation,STALLED,2023-01-04,2023-10-31,,AGY-PWD-DAR,Public Works Department (Div-1),Line Department,5980000,4186000.0,3558100.0,627900.0,59.5,44.2,facility_center,1.9,3147368.42,DELAYED_PROJECT,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-BI-PAT-01266,"Setting up of automated diagnostic lab unit at Community Health Centre, Phulwari","Administrative sanction under MPLADS for: Setting up of automated diagnostic lab unit at Community Health Centre, Phulwari. Implemented by Zilla Parishad Engineering Cell for public benefit in Phulwari, Patna.",Bihar,Patna,Patna Sahib (LS-30),Bakhtiarpur,Phulwari,25.572204,85.071288,Ravi Shankar Prasad,Lok Sabha,Health & Sanitation,IN_PROGRESS,2025-06-16,2026-02-27,,AGY-ZP-PAT,Zilla Parishad Engineering Cell,Panchayati Raj,8580000,7035600.0,6520800.0,514800.0,76.0,92.8,facility_center,2.9,2958620.69,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01147,Construction of modern cremation shed with solar lighting and water facility at Manchar,"Administrative sanction under MPLADS for: Construction of modern cremation shed with solar lighting and water facility at Manchar. Implemented by Zilla Parishad Engineering Cell for public benefit in Manchar, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Manchar,18.475664,73.996064,Murlidhar Mohol,Lok Sabha,Community Infrastructure,IN_PROGRESS,2024-01-13,2024-11-29,,AGY-ZP-PUN,Zilla Parishad Engineering Cell,Panchayati Raj,3170000,2757900.0,2472600.0,285300.0,78.0,95.3,community_hall,1.1,2881818.18,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01538,"Paving and laying of cement concrete road with drainage near Panchayat Hall to Village Entry, Annur","Administrative sanction under MPLADS for: Bituminous macadam surfacing of rural connectivity pathway near Mettupalayam main square. Implemented by Apex Engineering & Construction Syndicate for public benefit in Mettupalayam, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Annur,11.096207,76.971385,Ganapathi P. Rajkumar,Lok Sabha,Roads & Pathways,IN_PROGRESS,2025-12-15,2026-06-08,,AGY-CONTR-102-COI,Apex Engineering & Construction Syndicate,Registered Contractor,4270000,11203500.0,9471000.0,1732500.0,82.0,96.0,kilometer,4.0,2135000.0,DUPLICATE_PAIR,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-KA-BEN-01283,"Construction of modern girls toilet block and sanitation facility at Primary School, Doddaballapura","Administrative sanction under MPLADS for: Construction of modern girls toilet block and sanitation facility at Primary School, Doddaballapura. Implemented by Municipal Corporation Public Infrastructure Cell for public benefit in Doddaballapura, Bengaluru Rural.",Karnataka,Bengaluru Rural,Bengaluru Rural (LS-23),Devanahalli,Doddaballapura,13.157993,77.46167,C. N. Manjunath,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2023-12-14,2024-08-17,,AGY-MUNC-BEN,Municipal Corporation Public Infrastructure Cell,Municipal Corporation,1210000,1040600.0,980100.0,60500.0,81.0,98.3,classroom_block,1.1,1100000.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01600,"Establishment of Composite Science and STEM Laboratory at Zilla Parishad High School, Manchar","Administrative sanction under MPLADS for: Establishment of Composite Science and STEM Laboratory at Zilla Parishad High School, Manchar. Implemented by Municipal Corporation Public Infrastructure Cell for public benefit in Manchar, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Manchar,,,Murlidhar Mohol,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2025-10-12,2026-10-03,,AGY-MUNC-PUN,Municipal Corporation Public Infrastructure Cell,Municipal Corporation,6640000,5976000.0,4913600.0,1062400.0,74.0,80.2,classroom_block,4.9,1355102.04,DATA_MISSING,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-BI-PAT-01583,Laying of piped drinking water distribution network for scheduled caste colony in Danapur,"Administrative sanction under MPLADS for: Laying of piped drinking water distribution network for scheduled caste colony in Danapur. Implemented by Gram Panchayat Development Committee for public benefit in Danapur, Patna.",Bihar,Patna,Patna Sahib (LS-30),Bakhtiarpur,Danapur,25.629148999999998,85.084408,Ravi Shankar Prasad,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2024-11-01,2025-10-11,,AGY-PRI-PAT,Gram Panchayat Development Committee,Panchayati Raj,2120000,2098800.0,1717200.0,381600.0,81.0,,water_installation,3.6,588888.89,DATA_MISSING,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-UT-VAR-01184,Procurement of Basic Life Support Mobile Ambulance van for community health services in Varanasi,"Administrative sanction under MPLADS for: Procurement of Basic Life Support Mobile Ambulance van for community health services in Varanasi. Implemented by State Rural Water Supply & Sanitation Board for public benefit in Kashi, Varanasi.",Uttar Pradesh,Varanasi,Varanasi (LS-77),Rohaniya,Kashi,25.393773,83.019566,Narendra Modi,Lok Sabha,Health & Sanitation,IN_PROGRESS,2024-09-22,2025-07-23,,AGY-JAL-VAR,State Rural Water Supply & Sanitation Board,Line Department,11950000,10516000.0,10157500.0,358500.0,85.0,82.7,facility_center,3.8,3144736.84,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01541,Upgradation and modernization of Primary Health Sub-Centre with emergency maternity unit at Haveli,"Administrative sanction under MPLADS for: Upgradation and modernization of Primary Health Sub-Centre with emergency maternity unit at Haveli. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Haveli, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Haveli,18.489423,73.824302,Murlidhar Mohol,Lok Sabha,Health & Sanitation,IN_PROGRESS,2026-01-06,2026-12-27,,AGY-CONTR-101-PUN,Vanguard Infra Projects Pvt Ltd,Registered Contractor,11500000,7475000.0,6670000.0,805000.0,58.0,52.0,facility_center,3.8,3026315.79,AGENCY_MONOPOLY,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-RA-JAI-01298,Laying of piped drinking water distribution network for scheduled caste colony in Amer,"Administrative sanction under MPLADS for: Laying of piped drinking water distribution network for scheduled caste colony in Amer. Implemented by Public Works Department (Div-1) for public benefit in Amer, Jaipur.",Rajasthan,Jaipur,Jaipur (LS-07),Sanganer,Amer,26.994254,75.711868,Manju Sharma,Lok Sabha,Drinking Water Supply,IN_PROGRESS,2023-12-10,2024-09-30,,AGY-PWD-JAI,Public Works Department (Div-1),Line Department,1310000,1113500.0,943200.0,170300.0,72.0,94.2,water_installation,4.3,304651.16,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-BI-PAT-01303,Construction of gabion flood protection retaining wall along vulnerable bank in Fatuha,"Administrative sanction under MPLADS for: Construction of gabion flood protection retaining wall along vulnerable bank in Fatuha. Implemented by State Rural Water Supply & Sanitation Board for public benefit in Fatuha, Patna.",Bihar,Patna,Patna Sahib (LS-30),Bakhtiarpur,Fatuha,25.582867,85.090824,Ravi Shankar Prasad,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2026-03-31,2027-03-16,,AGY-JAL-PAT,State Rural Water Supply & Sanitation Board,Line Department,6490000,2336400.0,1752300.0,584100.0,27.0,31.5,check_dam,3.2,2028125.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-UT-VAR-01311,"Establishment of Composite Science and STEM Laboratory at Zilla Parishad High School, Pindra","Administrative sanction under MPLADS for: Establishment of Composite Science and STEM Laboratory at Zilla Parishad High School, Pindra. Implemented by Municipal Corporation Public Infrastructure Cell for public benefit in Pindra, Varanasi.",Uttar Pradesh,Varanasi,Varanasi (LS-77),Rohaniya,Pindra,25.37887,82.975521,Narendra Modi,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2024-04-21,2025-03-22,,AGY-MUNC-VAR,Municipal Corporation Public Infrastructure Cell,Municipal Corporation,2730000,2320500.0,2020200.0,300300.0,74.0,89.8,classroom_block,2.0,1365000.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-IND-01205,"Installation of rooftop solar photovoltaic system at Model Senior Secondary School, Hatod","Administrative sanction under MPLADS for: Installation of rooftop solar photovoltaic system at Model Senior Secondary School, Hatod. Implemented by Zilla Parishad Engineering Cell for public benefit in Hatod, Indore.",Madhya Pradesh,Indore,Indore (LS-26),Mhow,Hatod,22.65349,75.834595,Shankar Lalwani,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2025-04-06,2025-12-26,,AGY-ZP-IND,Zilla Parishad Engineering Cell,Panchayati Raj,4680000,4446000.0,3416400.0,1029600.0,73.0,82.2,classroom_block,2.5,1872000.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-UT-VAR-01501,Desilting and embankment strengthening of drainage canal serving agricultural fields in Kashi,"Administrative sanction under MPLADS for: Desilting and embankment strengthening of drainage canal serving agricultural fields in Kashi. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Kashi, Varanasi.",Uttar Pradesh,Varanasi,Varanasi (LS-77),Rohaniya,Kashi,25.337623,82.919439,Narendra Modi,Lok Sabha,Irrigation & Flood Control,STALLED,2023-01-05,2023-11-01,,AGY-CONTR-101-VAR,Vanguard Infra Projects Pvt Ltd,Registered Contractor,3040000,2128000.0,1808800.0,319200.0,59.5,39.2,check_dam,1.5,2026666.67,DELAYED_PROJECT,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01556,Construction of Community Sanitary Complex with biological septic filtration in Shivajinagar,"Administrative sanction under MPLADS for: Construction of Community Sanitary Complex with biological septic filtration in Shivajinagar. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Shivajinagar, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Shivajinagar,18.53157,73.997287,Murlidhar Mohol,Lok Sabha,Health & Sanitation,IN_PROGRESS,2023-11-12,2024-07-10,,AGY-CONTR-101-PUN,Vanguard Infra Projects Pvt Ltd,Registered Contractor,3120000,2964000.0,2776800.0,187200.0,89.0,82.9,facility_center,1.2,2600000.0,AGENCY_MONOPOLY,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-MA-PUN-01562,Construction of modern cremation shed with solar lighting and water facility at Shirur,"Administrative sanction under MPLADS for: Construction of modern cremation shed with solar lighting and water facility at Shirur. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Shirur, Pune.",Maharashtra,Pune,Pune (LS-34),Haveli,Shirur,18.4884,73.834345,Murlidhar Mohol,Lok Sabha,Community Infrastructure,IN_PROGRESS,2025-07-30,2026-04-07,,AGY-CONTR-101-PUN,Vanguard Infra Projects Pvt Ltd,Registered Contractor,15260000,12665800.0,11902800.0,763000.0,78.0,92.0,community_hall,4.9,3114285.71,AGENCY_MONOPOLY,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-WE-DAR-01351,Construction of gabion flood protection retaining wall along vulnerable bank in Kurseong,"Administrative sanction under MPLADS for: Construction of gabion flood protection retaining wall along vulnerable bank in Kurseong. Implemented by Public Works Department (Div-1) for public benefit in Kurseong, Darjeeling.",West Bengal,Darjeeling,Darjeeling (LS-04),Kurseong,Kurseong,27.00831,88.251714,Raju Bista,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2023-12-17,2024-09-03,,AGY-PWD-DAR,Public Works Department (Div-1),Line Department,3010000,2438100.0,1866200.0,571900.0,62.0,96.0,check_dam,1.2,2508333.33,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01185,"Construction of 2 additional smart classroom blocks at Government Higher Secondary School, Kinathukadavu","Administrative sanction under MPLADS for: Construction of 2 additional smart classroom blocks at Government Higher Secondary School, Kinathukadavu. Implemented by Zilla Parishad Engineering Cell for public benefit in Kinathukadavu, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Kinathukadavu,11.049266,77.017455,Ganapathi P. Rajkumar,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2026-04-06,2027-01-26,,AGY-ZP-COI,Zilla Parishad Engineering Cell,Panchayati Raj,4810000,1924000.0,1587300.0,336700.0,33.0,33.8,classroom_block,3.2,1503125.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-TA-COI-01107,"Establishment of Composite Science and STEM Laboratory at Zilla Parishad High School, Kinathukadavu","Administrative sanction under MPLADS for: Establishment of Composite Science and STEM Laboratory at Zilla Parishad High School, Kinathukadavu. Implemented by District Rural Development Agency for public benefit in Kinathukadavu, Coimbatore.",Tamil Nadu,Coimbatore,Coimbatore (LS-20),Sulur,Kinathukadavu,11.0719,77.029016,Ganapathi P. Rajkumar,Lok Sabha,Education & School Infrastructure,IN_PROGRESS,2024-09-02,2025-08-01,,AGY-DRDA-COI,District Rural Development Agency,Line Department,1870000,1683000.0,1271600.0,411400.0,68.0,88.1,classroom_block,1.4,1335714.29,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
MPLAD-RA-JAI-01123,Laying of underground irrigation pipeline connecting minor irrigation tank to farmlands at Sanganer,"Administrative sanction under MPLADS for: Laying of underground irrigation pipeline connecting minor irrigation tank to farmlands at Sanganer. Implemented by Vanguard Infra Projects Pvt Ltd for public benefit in Sanganer, Jaipur.",Rajasthan,Jaipur,Jaipur (LS-07),Sanganer,Sanganer,26.805291,75.84362899999999,Manju Sharma,Lok Sabha,Irrigation & Flood Control,IN_PROGRESS,2025-04-25,2026-02-15,,AGY-CONTR-101-JAI,Vanguard Infra Projects Pvt Ltd,Registered Contractor,1950000,1696500.0,1384500.0,312000.0,71.0,84.4,check_dam,1.0,1950000.0,NORMAL,DEMO DATA — NOT OFFICIAL GOVERNMENT DATA
